시점,품목명,품종명,거래단위,등급,평년 평균가격(원),평균가격(원)
201810상순,무,무,20키로상자,중,0.0,11667.3333333333
201810중순,무,무,20키로상자,중,0.0,10429.1111111111
201810하순,무,무,20키로상자,중,0.0,6528.11111111111
201811상순,무,무,20키로상자,중,0.0,5454.33333333333
201811중순,무,무,20키로상자,중,0.0,4591.625
201811하순,무,무,20키로상자,중,0.0,4686.88888888888
201812상순,무,무,20키로상자,중,0.0,5959.25
201812중순,무,무,20키로상자,중,0.0,6410.33333333333
201812하순,무,무,20키로상자,중,0.0,6461.33333333333
201901상순,무,무,20키로상자,중,0.0,6871.85714285714
201901중순,무,무,20키로상자,중,0.0,5978.25
201901하순,무,무,20키로상자,중,0.0,6648.1
201902상순,무,무,20키로상자,중,0.0,6728.4
201902중순,무,무,20키로상자,중,0.0,7464.44444444444
201902하순,무,무,20키로상자,중,0.0,7235.85714285714
201903상순,무,무,20키로상자,중,0.0,6398.625
201903중순,무,무,20키로상자,중,0.0,6434.33333333333
201903하순,무,무,20키로상자,중,0.0,5745.66666666666
201904상순,무,무,20키로상자,중,0.0,6054.66666666666
201904중순,무,무,20키로상자,중,0.0,7065.55555555555
201904하순,무,무,20키로상자,중,0.0,7182.625
201905상순,무,무,20키로상자,중,0.0,8403.11111111111
201905중순,무,무,20키로상자,중,0.0,7670.625
201905하순,무,무,20키로상자,중,0.0,6089.7
201906상순,무,무,20키로상자,중,0.0,7717.5
201906중순,무,무,20키로상자,중,0.0,7128.77777777777
201906하순,무,무,20키로상자,중,0.0,7240.125
201907상순,무,무,20키로상자,중,0.0,6437.11111111111
201907중순,무,무,20키로상자,중,0.0,6709.55555555555
201907하순,무,무,20키로상자,중,0.0,3517.55555555555
201908상순,무,무,20키로상자,중,0.0,4667.25
201908중순,무,무,20키로상자,중,0.0,5509.5
201908하순,무,무,20키로상자,중,0.0,7279.7
201909상순,무,무,20키로상자,중,0.0,9498.25
201909중순,무,무,20키로상자,중,0.0,7528.42857142857
201909하순,무,무,20키로상자,중,0.0,9458.25
201910상순,무,무,20키로상자,중,0.0,16898.1111111111
201910중순,무,무,20키로상자,중,0.0,17117.5
201910하순,무,무,20키로상자,중,0.0,17686.3
201911상순,무,무,20키로상자,중,0.0,16102.75
201911중순,무,무,20키로상자,중,0.0,16807.4444444444
201911하순,무,무,20키로상자,중,0.0,16112.3333333333
201912상순,무,무,20키로상자,중,0.0,19065.875
201912중순,무,무,20키로상자,중,0.0,19095.7777777777
201912하순,무,무,20키로상자,중,0.0,17834.1111111111
202001상순,무,무,20키로상자,중,0.0,19383.7142857142
202001중순,무,무,20키로상자,중,0.0,15413.125
202001하순,무,무,20키로상자,중,0.0,11539.25
202002상순,무,무,20키로상자,중,0.0,9249.125
202002중순,무,무,20키로상자,중,0.0,10282.8888888888
202002하순,무,무,20키로상자,중,0.0,8008.75
202003상순,무,무,20키로상자,중,0.0,8972.375
202003중순,무,무,20키로상자,중,0.0,7525.11111111111
202003하순,무,무,20키로상자,중,0.0,9048.88888888888
202004상순,무,무,20키로상자,중,0.0,6750.66666666666
202004중순,무,무,20키로상자,중,0.0,8369.875
202004하순,무,무,20키로상자,중,0.0,8449.33333333333
202005상순,무,무,20키로상자,중,0.0,7833.75
202005중순,무,무,20키로상자,중,0.0,6458.22222222222
202005하순,무,무,20키로상자,중,0.0,6564.88888888888
202006상순,무,무,20키로상자,중,0.0,8642.77777777777
202006중순,무,무,20키로상자,중,0.0,9332.0
202006하순,무,무,20키로상자,중,0.0,10866.0
202007상순,무,무,20키로상자,중,0.0,8617.77777777777
202007중순,무,무,20키로상자,중,0.0,8641.75
202007하순,무,무,20키로상자,중,0.0,7385.0
202008상순,무,무,20키로상자,중,0.0,10161.4285714285
202008중순,무,무,20키로상자,중,0.0,10237.4444444444
202008하순,무,무,20키로상자,중,0.0,16744.6666666666
202009상순,무,무,20키로상자,중,0.0,14850.7777777777
202009중순,무,무,20키로상자,중,0.0,17040.5
202009하순,무,무,20키로상자,중,0.0,18548.0
202010상순,무,무,20키로상자,중,0.0,15812.5
202010중순,무,무,20키로상자,중,0.0,11436.0
202010하순,무,무,20키로상자,중,0.0,8891.5
202011상순,무,무,20키로상자,중,0.0,9030.0
202011중순,무,무,20키로상자,중,0.0,8140.66666666666
202011하순,무,무,20키로상자,중,0.0,7472.0
202012상순,무,무,20키로상자,중,0.0,7328.88888888888
202012중순,무,무,20키로상자,중,0.0,8940.375
202012하순,무,무,20키로상자,중,0.0,11418.1
202101상순,무,무,20키로상자,중,0.0,12844.8333333333
202101중순,무,무,20키로상자,중,0.0,11746.3333333333
202101하순,무,무,20키로상자,중,0.0,8316.66666666666
202102상순,무,무,20키로상자,중,0.0,7240.33333333333
202102중순,무,무,20키로상자,중,0.0,6578.28571428571
202102하순,무,무,20키로상자,중,0.0,6222.5
202103상순,무,무,20키로상자,중,0.0,6431.66666666666
202103중순,무,무,20키로상자,중,0.0,6871.11111111111
202103하순,무,무,20키로상자,중,0.0,5614.77777777777
202104상순,무,무,20키로상자,중,0.0,5752.11111111111
202104중순,무,무,20키로상자,중,0.0,6629.75
202104하순,무,무,20키로상자,중,0.0,6790.55555555555
202105상순,무,무,20키로상자,중,0.0,7420.375
202105중순,무,무,20키로상자,중,0.0,6225.55555555555
202105하순,무,무,20키로상자,중,0.0,6006.33333333333
202106상순,무,무,20키로상자,중,0.0,7445.0
202106중순,무,무,20키로상자,중,0.0,6840.875
202106하순,무,무,20키로상자,중,0.0,7452.44444444444
202107상순,무,무,20키로상자,중,0.0,10476.4444444444
202107중순,무,무,20키로상자,중,0.0,5749.125
202107하순,무,무,20키로상자,중,0.0,8195.5
202108상순,무,무,20키로상자,중,0.0,8942.71428571428
202108중순,무,무,20키로상자,중,0.0,7516.55555555555
202108하순,무,무,20키로상자,중,0.0,6968.11111111111
202109상순,무,무,20키로상자,중,0.0,7000.77777777777
202109중순,무,무,20키로상자,중,0.0,7385.0
202109하순,무,무,20키로상자,중,0.0,5040.16666666666
202110상순,무,무,20키로상자,중,0.0,4619.625
202110중순,무,무,20키로상자,중,0.0,6330.0
202110하순,무,무,20키로상자,중,0.0,7756.77777777777
202111상순,무,무,20키로상자,중,0.0,7919.77777777777
202111중순,무,무,20키로상자,중,0.0,10349.1111111111
202111하순,무,무,20키로상자,중,0.0,8872.375
202112상순,무,무,20키로상자,중,0.0,9280.77777777777
202112중순,무,무,20키로상자,중,0.0,7944.625
202112하순,무,무,20키로상자,중,0.0,9017.1
201801상순,무,다발무,5000키로,중,0.0,0.0
201801중순,무,다발무,5000키로,중,0.0,0.0
201801하순,무,다발무,5000키로,중,0.0,0.0
201802상순,무,다발무,5000키로,중,0.0,0.0
201802중순,무,다발무,5000키로,중,0.0,0.0
201802하순,무,다발무,5000키로,중,0.0,0.0
201803상순,무,다발무,5000키로,중,0.0,0.0
201803중순,무,다발무,5000키로,중,0.0,0.0
201803하순,무,다발무,5000키로,중,0.0,0.0
201804상순,무,다발무,5000키로,중,0.0,0.0
201804중순,무,다발무,5000키로,중,0.0,0.0
201804하순,무,다발무,5000키로,중,0.0,0.0
201805상순,무,다발무,5000키로,중,0.0,0.0
201805중순,무,다발무,5000키로,중,0.0,0.0
201805하순,무,다발무,5000키로,중,0.0,0.0
201806상순,무,다발무,5000키로,중,0.0,0.0
201806중순,무,다발무,5000키로,중,0.0,0.0
201806하순,무,다발무,5000키로,중,0.0,0.0
201807상순,무,다발무,5000키로,중,0.0,0.0
201807중순,무,다발무,5000키로,중,0.0,0.0
201807하순,무,다발무,5000키로,중,0.0,0.0
201808상순,무,다발무,5000키로,중,0.0,0.0
201808중순,무,다발무,5000키로,중,0.0,0.0
201808하순,무,다발무,5000키로,중,0.0,0.0
201809상순,무,다발무,5000키로,중,0.0,0.0
201809중순,무,다발무,5000키로,중,0.0,0.0
201809하순,무,다발무,5000키로,중,0.0,0.0
201810상순,무,다발무,5000키로,중,0.0,0.0
201810중순,무,다발무,5000키로,중,0.0,0.0
201810하순,무,다발무,5000키로,중,0.0,0.0
201811상순,무,다발무,5000키로,중,0.0,0.0
201811중순,무,다발무,5000키로,중,0.0,0.0
201811하순,무,다발무,5000키로,중,0.0,0.0
201812상순,무,다발무,5000키로,중,0.0,0.0
201812중순,무,다발무,5000키로,중,0.0,0.0
201812하순,무,다발무,5000키로,중,0.0,0.0
201901상순,무,다발무,5000키로,중,0.0,0.0
201901중순,무,다발무,5000키로,중,0.0,0.0
201901하순,무,다발무,5000키로,중,0.0,0.0
201902상순,무,다발무,5000키로,중,0.0,0.0
201902중순,무,다발무,5000키로,중,0.0,0.0
201902하순,무,다발무,5000키로,중,0.0,0.0
201903상순,무,다발무,5000키로,중,0.0,0.0
201903중순,무,다발무,5000키로,중,0.0,0.0
201903하순,무,다발무,5000키로,중,0.0,0.0
201904상순,무,다발무,5000키로,중,0.0,0.0
201904중순,무,다발무,5000키로,중,0.0,0.0
201904하순,무,다발무,5000키로,중,0.0,0.0
201905상순,무,다발무,5000키로,중,0.0,0.0
201905중순,무,다발무,5000키로,중,0.0,0.0
201905하순,무,다발무,5000키로,중,0.0,0.0
201906상순,무,다발무,5000키로,중,0.0,0.0
201906중순,무,다발무,5000키로,중,0.0,0.0
201906하순,무,다발무,5000키로,중,0.0,0.0
201907상순,무,다발무,5000키로,중,0.0,0.0
201907중순,무,다발무,5000키로,중,0.0,0.0
201907하순,무,다발무,5000키로,중,0.0,0.0
201908상순,무,다발무,5000키로,중,0.0,0.0
201908중순,무,다발무,5000키로,중,0.0,0.0
201908하순,무,다발무,5000키로,중,0.0,0.0
201909상순,무,다발무,5000키로,중,0.0,0.0
201909중순,무,다발무,5000키로,중,0.0,0.0
201909하순,무,다발무,5000키로,중,0.0,0.0
201910상순,무,다발무,5000키로,중,0.0,0.0
201910중순,무,다발무,5000키로,중,0.0,0.0
201910하순,무,다발무,5000키로,중,0.0,0.0
201911상순,무,다발무,5000키로,중,0.0,0.0
201911중순,무,다발무,5000키로,중,0.0,0.0
201911하순,무,다발무,5000키로,중,0.0,0.0
201912상순,무,다발무,5000키로,중,0.0,0.0
201912중순,무,다발무,5000키로,중,0.0,0.0
201912하순,무,다발무,5000키로,중,0.0,0.0
202001상순,무,다발무,5000키로,중,0.0,0.0
202001중순,무,다발무,5000키로,중,0.0,0.0
202001하순,무,다발무,5000키로,중,0.0,0.0
202002상순,무,다발무,5000키로,중,0.0,0.0
202002중순,무,다발무,5000키로,중,0.0,0.0
202002하순,무,다발무,5000키로,중,0.0,0.0
202003상순,무,다발무,5000키로,중,0.0,0.0
202003중순,무,다발무,5000키로,중,0.0,0.0
202003하순,무,다발무,5000키로,중,0.0,0.0
202004상순,무,다발무,5000키로,중,0.0,0.0
202004중순,무,다발무,5000키로,중,0.0,0.0
202004하순,무,다발무,5000키로,중,0.0,0.0
202005상순,무,다발무,5000키로,중,0.0,0.0
202005중순,무,다발무,5000키로,중,0.0,0.0
202005하순,무,다발무,5000키로,중,0.0,0.0
202006상순,무,다발무,5000키로,중,0.0,0.0
202006중순,무,다발무,5000키로,중,0.0,0.0
202006하순,무,다발무,5000키로,중,0.0,0.0
202007상순,무,다발무,5000키로,중,0.0,0.0
202007중순,무,다발무,5000키로,중,0.0,0.0
202007하순,무,다발무,5000키로,중,0.0,0.0
202008상순,무,다발무,5000키로,중,0.0,0.0
202008중순,무,다발무,5000키로,중,0.0,0.0
202008하순,무,다발무,5000키로,중,0.0,0.0
202009상순,무,다발무,5000키로,중,0.0,0.0
202009중순,무,다발무,5000키로,중,0.0,0.0
202009하순,무,다발무,5000키로,중,0.0,0.0
202010상순,무,다발무,5000키로,중,0.0,0.0
202010중순,무,다발무,5000키로,중,0.0,0.0
202010하순,무,다발무,5000키로,중,0.0,0.0
202011상순,무,다발무,5000키로,중,0.0,0.0
202011중순,무,다발무,5000키로,중,0.0,0.0
202011하순,무,다발무,5000키로,중,0.0,0.0
202012상순,무,다발무,5000키로,중,0.0,0.0
202012중순,무,다발무,5000키로,중,0.0,0.0
202012하순,무,다발무,5000키로,중,0.0,0.0
202101상순,무,다발무,5000키로,중,0.0,0.0
202101중순,무,다발무,5000키로,중,0.0,0.0
202101하순,무,다발무,5000키로,중,0.0,0.0
202102상순,무,다발무,5000키로,중,0.0,0.0
202102중순,무,다발무,5000키로,중,0.0,0.0
202102하순,무,다발무,5000키로,중,0.0,0.0
202103상순,무,다발무,5000키로,중,0.0,0.0
202103중순,무,다발무,5000키로,중,0.0,0.0
202103하순,무,다발무,5000키로,중,0.0,0.0
202104상순,무,다발무,5000키로,중,0.0,0.0
202104중순,무,다발무,5000키로,중,0.0,0.0
202104하순,무,다발무,5000키로,중,0.0,0.0
202105상순,무,다발무,5000키로,중,0.0,0.0
202105중순,무,다발무,5000키로,중,0.0,0.0
202105하순,무,다발무,5000키로,중,0.0,0.0
202106상순,무,다발무,5000키로,중,0.0,0.0
202106중순,무,다발무,5000키로,중,0.0,0.0
202106하순,무,다발무,5000키로,중,0.0,0.0
202107상순,무,다발무,5000키로,중,0.0,0.0
202107중순,무,다발무,5000키로,중,0.0,0.0
202107하순,무,다발무,5000키로,중,0.0,0.0
202108상순,무,다발무,5000키로,중,0.0,0.0
202108중순,무,다발무,5000키로,중,0.0,0.0
202108하순,무,다발무,5000키로,중,0.0,0.0
202109상순,무,다발무,5000키로,중,0.0,0.0
202109중순,무,다발무,5000키로,중,0.0,0.0
202109하순,무,다발무,5000키로,중,0.0,0.0
202110상순,무,다발무,5000키로,중,0.0,0.0
202110중순,무,다발무,5000키로,중,0.0,0.0
202110하순,무,다발무,5000키로,중,0.0,0.0
202111상순,무,다발무,5000키로,중,0.0,0.0
202111중순,무,다발무,5000키로,중,0.0,0.0
202111하순,무,다발무,5000키로,중,0.0,0.0
202112상순,무,다발무,5000키로,중,0.0,0.0
202112중순,무,다발무,5000키로,중,0.0,0.0
202112하순,무,다발무,5000키로,중,0.0,0.0
201801상순,무,다발무,5톤트럭,중,0.0,0.0
201801중순,무,다발무,5톤트럭,중,0.0,0.0
201801하순,무,다발무,5톤트럭,중,0.0,0.0
201802상순,무,다발무,5톤트럭,중,0.0,0.0
201802중순,무,다발무,5톤트럭,중,0.0,0.0
201802하순,무,다발무,5톤트럭,중,0.0,0.0
201803상순,무,다발무,5톤트럭,중,0.0,0.0
201803중순,무,다발무,5톤트럭,중,0.0,0.0
201803하순,무,다발무,5톤트럭,중,0.0,0.0
201804상순,무,다발무,5톤트럭,중,0.0,0.0
201804중순,무,다발무,5톤트럭,중,0.0,0.0
201804하순,무,다발무,5톤트럭,중,0.0,0.0
201805상순,무,다발무,5톤트럭,중,0.0,0.0
201805중순,무,다발무,5톤트럭,중,0.0,0.0
201805하순,무,다발무,5톤트럭,중,0.0,0.0
201806상순,무,다발무,5톤트럭,중,0.0,0.0
201806중순,무,다발무,5톤트럭,중,0.0,0.0
201806하순,무,다발무,5톤트럭,중,0.0,0.0
201807상순,무,다발무,5톤트럭,중,0.0,0.0
201807중순,무,다발무,5톤트럭,중,0.0,0.0
201807하순,무,다발무,5톤트럭,중,0.0,0.0
201808상순,무,다발무,5톤트럭,중,0.0,0.0
201808중순,무,다발무,5톤트럭,중,0.0,0.0
201808하순,무,다발무,5톤트럭,중,0.0,0.0
201809상순,무,다발무,5톤트럭,중,0.0,0.0
201809중순,무,다발무,5톤트럭,중,0.0,0.0
201809하순,무,다발무,5톤트럭,중,0.0,0.0
201810상순,무,다발무,5톤트럭,중,0.0,0.0
201810중순,무,다발무,5톤트럭,중,0.0,0.0
201810하순,무,다발무,5톤트럭,중,0.0,3364133.22222222
201811상순,무,다발무,5톤트럭,중,0.0,3340622.77777777
201811중순,무,다발무,5톤트럭,중,0.0,3339646.25
201811하순,무,다발무,5톤트럭,중,2890966.04166666,2324369.0
201812상순,무,다발무,5톤트럭,중,2328931.7824074,2240893.125
201812중순,무,다발무,5톤트럭,중,2394516.01851851,2624174.77777777
201812하순,무,다발무,5톤트럭,중,0.0,1964000.0
201901상순,무,다발무,5톤트럭,중,0.0,0.0
201901중순,무,다발무,5톤트럭,중,0.0,0.0
201901하순,무,다발무,5톤트럭,중,0.0,0.0
201902상순,무,다발무,5톤트럭,중,0.0,0.0
201902중순,무,다발무,5톤트럭,중,0.0,0.0
201902하순,무,다발무,5톤트럭,중,0.0,0.0
201903상순,무,다발무,5톤트럭,중,0.0,0.0
201903중순,무,다발무,5톤트럭,중,0.0,0.0
201903하순,무,다발무,5톤트럭,중,0.0,0.0
201904상순,무,다발무,5톤트럭,중,0.0,0.0
201904중순,무,다발무,5톤트럭,중,0.0,0.0
201904하순,무,다발무,5톤트럭,중,0.0,0.0
201905상순,무,다발무,5톤트럭,중,0.0,0.0
201905중순,무,다발무,5톤트럭,중,0.0,0.0
201905하순,무,다발무,5톤트럭,중,0.0,0.0
201906상순,무,다발무,5톤트럭,중,0.0,0.0
201906중순,무,다발무,5톤트럭,중,0.0,0.0
201906하순,무,다발무,5톤트럭,중,0.0,0.0
201907상순,무,다발무,5톤트럭,중,0.0,0.0
201907중순,무,다발무,5톤트럭,중,0.0,0.0
201907하순,무,다발무,5톤트럭,중,0.0,0.0
201908상순,무,다발무,5톤트럭,중,0.0,0.0
201908중순,무,다발무,5톤트럭,중,0.0,0.0
201908하순,무,다발무,5톤트럭,중,0.0,0.0
201909상순,무,다발무,5톤트럭,중,0.0,0.0
201909중순,무,다발무,5톤트럭,중,0.0,0.0
201909하순,무,다발무,5톤트럭,중,0.0,0.0
201910상순,무,다발무,5톤트럭,중,0.0,0.0
201910중순,무,다발무,5톤트럭,중,0.0,0.0
201910하순,무,다발무,5톤트럭,중,0.0,5065500.0
